Reset report and wrote header to /home/ubuntu/.cache/nanochat/report/header.md

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA A100-SXM4-80GB | Peak FLOPS (BF16): 3.12e+14
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 80 (bf16 supported))
✓ Using Flash Attention 3, efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,088
scalars                 : 50
total                   : 286,261,730
Estimated FLOPs per token: 7.596959e+08
Auto-computed optimal batch size: 524,288 tokens
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 1,680
Total number of training tokens: 880,803,840
Tokens : Scaling params ratio: 8.00
Total training FLOPs estimate: 6.691431e+17
Tokens / micro-batch / rank: 64 x 2048 = 131,072
Tokens / micro-batch: 131,072
Total batch size 524,288 => gradient accumulation steps: 4
Step 00000 | Validation bpb: 3.176160
step 00000/01680 (0.00%) | loss: 10.397434 | lrm: 0.03 | dt: 20672.00ms | tok/sec: 25,362 | bf16_mfu: 6.18 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/01680 (0.06%) | loss: 10.384665 | lrm: 0.05 | dt: 2107.98ms | tok/sec: 248,715 | bf16_mfu: 60.56 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/01680 (0.12%) | loss: 10.362583 | lrm: 0.07 | dt: 2108.31ms | tok/sec: 248,676 | bf16_mfu: 60.55 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00003/01680 (0.18%) | loss: 10.329332 | lrm: 0.10 | dt: 2105.65ms | tok/sec: 248,991 | bf16_mfu: 60.63 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00004/01680 (0.24%) | loss: 10.280200 | lrm: 0.12 | dt: 2112.95ms | tok/sec: 248,131 | bf16_mfu: 60.42 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00005/01680 (0.30%) | loss: 10.209696 | lrm: 0.15 | dt: 2108.70ms | tok/sec: 248,630 | bf16_mfu: 60.54 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00006/01680 (0.36%) | loss: 10.104397 | lrm: 0.17 | dt: 2109.46ms | tok/sec: 248,541 | bf16_mfu: 60.52 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00007/01680 (0.42%) | loss: 9.948565 | lrm: 0.20 | dt: 2107.37ms | tok/sec: 248,787 | bf16_mfu: 60.58 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00008/01680 (0.48%) | loss: 9.712181 | lrm: 0.23 | dt: 2105.58ms | tok/sec: 248,999 | bf16_mfu: 60.63 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00009/01680 (0.54%) | loss: 9.423348 | lrm: 0.25 | dt: 2102.60ms | tok/sec: 249,352 | bf16_mfu: 60.72 | epoch: 1 pq: 0 rg: 9 | total time: 0.00m
step 00010/01680 (0.60%) | loss: 9.112557 | lrm: 0.28 | dt: 2105.28ms | tok/sec: 249,034 | bf16_mfu: 60.64 | epoch: 1 pq: 0 rg: 10 | total time: 0.00m
step 00100/01680 (5.95%) | loss: 4.606414 | lrm: 1.00 | dt: 2110.84ms | tok/sec: 248,378 | bf16_mfu: 60.48 | epoch: 1 pq: 1 rg: 9 | total time: 3.16m | eta: 55.5m
step 00101/01680 (6.01%) | loss: 4.593408 | lrm: 1.00 | dt: 2111.61ms | tok/sec: 248,288 | bf16_mfu: 60.46 | epoch: 1 pq: 1 rg: 10 | total time: 3.20m | eta: 55.5m
step 00102/01680 (6.07%) | loss: 4.579538 | lrm: 1.00 | dt: 2111.02ms | tok/sec: 248,357 | bf16_mfu: 60.47 | epoch: 1 pq: 1 rg: 11 | total time: 3.23m | eta: 55.5m
step 00103/01680 (6.13%) | loss: 4.563001 | lrm: 1.00 | dt: 2113.69ms | tok/sec: 248,043 | bf16_mfu: 60.40 | epoch: 1 pq: 1 rg: 12 | total time: 3.27m | eta: 55.4m
step 00104/01680 (6.19%) | loss: 4.545933 | lrm: 1.00 | dt: 2109.31ms | tok/sec: 248,559 | bf16_mfu: 60.52 | epoch: 1 pq: 1 rg: 13 | total time: 3.30m | eta: 55.4m
step 00105/01680 (6.25%) | loss: 4.533357 | lrm: 1.00 | dt: 2116.15ms | tok/sec: 247,755 | bf16_mfu: 60.33 | epoch: 1 pq: 1 rg: 14 | total time: 3.34m | eta: 55.4m
step 00106/01680 (6.31%) | loss: 4.522909 | lrm: 1.00 | dt: 2109.12ms | tok/sec: 248,581 | bf16_mfu: 60.53 | epoch: 1 pq: 1 rg: 14 | total time: 3.38m | eta: 55.3m
step 00107/01680 (6.37%) | loss: 4.505759 | lrm: 1.00 | dt: 2114.33ms | tok/sec: 247,969 | bf16_mfu: 60.38 | epoch: 1 pq: 1 rg: 15 | total time: 3.41m | eta: 55.3m
step 00108/01680 (6.43%) | loss: 4.493554 | lrm: 1.00 | dt: 2109.13ms | tok/sec: 248,579 | bf16_mfu: 60.53 | epoch: 1 pq: 1 rg: 16 | total time: 3.45m | eta: 55.3m
step 00109/01680 (6.49%) | loss: 4.487222 | lrm: 1.00 | dt: 2114.15ms | tok/sec: 247,989 | bf16_mfu: 60.38 | epoch: 1 pq: 1 rg: 17 | total time: 3.48m | eta: 55.2m
step 00110/01680 (6.55%) | loss: 4.475993 | lrm: 1.00 | dt: 2110.10ms | tok/sec: 248,465 | bf16_mfu: 60.50 | epoch: 1 pq: 1 rg: 18 | total time: 3.52m | eta: 55.2m
step 00111/01680 (6.61%) | loss: 4.461801 | lrm: 1.00 | dt: 2110.70ms | tok/sec: 248,395 | bf16_mfu: 60.48 | epoch: 1 pq: 1 rg: 19 | total time: 3.55m | eta: 55.2m
step 00112/01680 (6.67%) | loss: 4.450166 | lrm: 1.00 | dt: 2110.91ms | tok/sec: 248,371 | bf16_mfu: 60.48 | epoch: 1 pq: 1 rg: 20 | total time: 3.59m | eta: 55.1m
step 00113/01680 (6.73%) | loss: 4.432217 | lrm: 1.00 | dt: 2109.67ms | tok/sec: 248,516 | bf16_mfu: 60.51 | epoch: 1 pq: 1 rg: 21 | total time: 3.62m | eta: 55.1m
step 00114/01680 (6.79%) | loss: 4.417028 | lrm: 1.00 | dt: 2114.20ms | tok/sec: 247,983 | bf16_mfu: 60.38 | epoch: 1 pq: 1 rg: 22 | total time: 3.66m | eta: 55.1m
step 00115/01680 (6.85%) | loss: 4.395491 | lrm: 1.00 | dt: 2112.96ms | tok/sec: 248,130 | bf16_mfu: 60.42 | epoch: 1 pq: 1 rg: 23 | total time: 3.69m | eta: 55.0m
step 00116/01680 (6.90%) | loss: 4.374605 | lrm: 1.00 | dt: 2113.89ms | tok/sec: 248,020 | bf16_mfu: 60.39 | epoch: 1 pq: 1 rg: 24 | total time: 3.73m | eta: 55.0m
step 00117/01680 (6.96%) | loss: 4.360908 | lrm: 1.00 | dt: 2111.19ms | tok/sec: 248,338 | bf16_mfu: 60.47 | epoch: 1 pq: 1 rg: 25 | total time: 3.76m | eta: 55.0m
step 00118/01680 (7.02%) | loss: 4.346626 | lrm: 1.00 | dt: 2114.63ms | tok/sec: 247,934 | bf16_mfu: 60.37 | epoch: 1 pq: 1 rg: 26 | total time: 3.80m | eta: 54.9m
step 00119/01680 (7.08%) | loss: 4.334577 | lrm: 1.00 | dt: 2111.01ms | tok/sec: 248,358 | bf16_mfu: 60.47 | epoch: 1 pq: 1 rg: 26 | total time: 3.83m | eta: 54.9m
step 00120/01680 (7.14%) | loss: 4.321301 | lrm: 1.00 | dt: 2112.69ms | tok/sec: 248,160 | bf16_mfu: 60.43 | epoch: 1 pq: 1 rg: 27 | total time: 3.87m | eta: 54.9m
step 00121/01680 (7.20%) | loss: 4.302506 | lrm: 1.00 | dt: 2112.56ms | tok/sec: 248,176 | bf16_mfu: 60.43 | epoch: 1 pq: 1 rg: 28 | total time: 3.90m | eta: 54.8m
step 00122/01680 (7.26%) | loss: 4.288133 | lrm: 1.00 | dt: 2114.05ms | tok/sec: 248,001 | bf16_mfu: 60.39 | epoch: 1 pq: 1 rg: 29 | total time: 3.94m | eta: 54.8m
step 00123/01680 (7.32%) | loss: 4.274451 | lrm: 1.00 | dt: 2114.76ms | tok/sec: 247,918 | bf16_mfu: 60.37 | epoch: 1 pq: 1 rg: 30 | total time: 3.97m | eta: 54.8m
step 00124/01680 (7.38%) | loss: 4.258604 | lrm: 1.00 | dt: 2115.22ms | tok/sec: 247,865 | bf16_mfu: 60.35 | epoch: 1 pq: 1 rg: 31 | total time: 4.01m | eta: 54.7m
step 00125/01680 (7.44%) | loss: 4.251095 | lrm: 1.00 | dt: 2113.12ms | tok/sec: 248,110 | bf16_mfu: 60.41 | epoch: 1 pq: 1 rg: 32 | total time: 4.04m | eta: 54.7m
step 00126/01680 (7.50%) | loss: 4.234216 | lrm: 1.00 | dt: 2116.24ms | tok/sec: 247,745 | bf16_mfu: 60.32 | epoch: 1 pq: 1 rg: 33 | total time: 4.08m | eta: 54.7m
step 00127/01680 (7.56%) | loss: 4.220457 | lrm: 1.00 | dt: 2110.88ms | tok/sec: 248,373 | bf16_mfu: 60.48 | epoch: 1 pq: 1 rg: 34 | total time: 4.11m | eta: 54.6m
step 00128/01680 (7.62%) | loss: 4.211590 | lrm: 1.00 | dt: 2119.49ms | tok/sec: 247,364 | bf16_mfu: 60.23 | epoch: 1 pq: 1 rg: 35 | total time: 4.15m | eta: 54.6m
step 00129/01680 (7.68%) | loss: 4.201161 | lrm: 1.00 | dt: 2107.21ms | tok/sec: 248,807 | bf16_mfu: 60.58 | epoch: 1 pq: 1 rg: 36 | total time: 4.19m | eta: 54.5m
step 00130/01680 (7.74%) | loss: 4.186610 | lrm: 1.00 | dt: 2119.47ms | tok/sec: 247,367 | bf16_mfu: 60.23 | epoch: 1 pq: 1 rg: 37 | total time: 4.22m | eta: 54.5m
step 00131/01680 (7.80%) | loss: 4.180006 | lrm: 1.00 | dt: 2109.06ms | tok/sec: 248,589 | bf16_mfu: 60.53 | epoch: 1 pq: 1 rg: 38 | total time: 4.26m | eta: 54.5m
step 00132/01680 (7.86%) | loss: 4.155735 | lrm: 1.00 | dt: 2115.34ms | tok/sec: 247,850 | bf16_mfu: 60.35 | epoch: 1 pq: 1 rg: 38 | total time: 4.29m | eta: 54.4m
step 00133/01680 (7.92%) | loss: 4.143928 | lrm: 1.00 | dt: 2113.87ms | tok/sec: 248,023 | bf16_mfu: 60.39 | epoch: 1 pq: 1 rg: 39 | total time: 4.33m | eta: 54.4m
step 00134/01680 (7.98%) | loss: 4.132419 | lrm: 1.00 | dt: 2113.71ms | tok/sec: 248,041 | bf16_mfu: 60.40 | epoch: 1 pq: 1 rg: 40 | total time: 4.36m | eta: 54.4m
step 00135/01680 (8.04%) | loss: 4.118232 | lrm: 1.00 | dt: 2116.27ms | tok/sec: 247,742 | bf16_mfu: 60.32 | epoch: 1 pq: 1 rg: 41 | total time: 4.40m | eta: 54.3m
step 00136/01680 (8.10%) | loss: 4.104041 | lrm: 1.00 | dt: 2114.32ms | tok/sec: 247,969 | bf16_mfu: 60.38 | epoch: 1 pq: 1 rg: 42 | total time: 4.43m | eta: 54.3m
step 00137/01680 (8.15%) | loss: 4.093003 | lrm: 1.00 | dt: 2115.76ms | tok/sec: 247,801 | bf16_mfu: 60.34 | epoch: 1 pq: 1 rg: 43 | total time: 4.47m | eta: 54.3m
step 00138/01680 (8.21%) | loss: 4.083057 | lrm: 1.00 | dt: 2117.78ms | tok/sec: 247,564 | bf16_mfu: 60.28 | epoch: 1 pq: 1 rg: 44 | total time: 4.50m | eta: 54.2m
step 00139/01680 (8.27%) | loss: 4.070434 | lrm: 1.00 | dt: 2116.39ms | tok/sec: 247,726 | bf16_mfu: 60.32 | epoch: 1 pq: 1 rg: 45 | total time: 4.54m | eta: 54.2m
step 00140/01680 (8.33%) | loss: 4.066100 | lrm: 1.00 | dt: 2115.02ms | tok/sec: 247,887 | bf16_mfu: 60.36 | epoch: 1 pq: 1 rg: 46 | total time: 4.57m | eta: 54.2m
step 00141/01680 (8.39%) | loss: 4.057065 | lrm: 1.00 | dt: 2115.19ms | tok/sec: 247,868 | bf16_mfu: 60.35 | epoch: 1 pq: 1 rg: 47 | total time: 4.61m | eta: 54.1m
step 00142/01680 (8.45%) | loss: 4.043150 | lrm: 1.00 | dt: 2108.37ms | tok/sec: 248,670 | bf16_mfu: 60.55 | epoch: 1 pq: 1 rg: 48 | total time: 4.64m | eta: 54.1m
step 00143/01680 (8.51%) | loss: 4.036456 | lrm: 1.00 | dt: 2115.82ms | tok/sec: 247,794 | bf16_mfu: 60.34 | epoch: 1 pq: 1 rg: 49 | total time: 4.68m | eta: 54.1m
step 00144/01680 (8.57%) | loss: 4.030324 | lrm: 1.00 | dt: 2116.22ms | tok/sec: 247,747 | bf16_mfu: 60.32 | epoch: 1 pq: 1 rg: 50 | total time: 4.71m | eta: 54.0m
step 00145/01680 (8.63%) | loss: 4.023630 | lrm: 1.00 | dt: 2121.47ms | tok/sec: 247,134 | bf16_mfu: 60.18 | epoch: 1 pq: 1 rg: 51 | total time: 4.75m | eta: 54.0m
step 00146/01680 (8.69%) | loss: 4.018060 | lrm: 1.00 | dt: 2117.26ms | tok/sec: 247,625 | bf16_mfu: 60.29 | epoch: 1 pq: 1 rg: 51 | total time: 4.78m | eta: 54.0m
step 00147/01680 (8.75%) | loss: 4.007455 | lrm: 1.00 | dt: 2116.22ms | tok/sec: 247,747 | bf16_mfu: 60.32 | epoch: 1 pq: 1 rg: 52 | total time: 4.82m | eta: 53.9m
step 00148/01680 (8.81%) | loss: 3.997232 | lrm: 1.00 | dt: 2117.74ms | tok/sec: 247,569 | bf16_mfu: 60.28 | epoch: 1 pq: 1 rg: 53 | total time: 4.86m | eta: 53.9m
step 00149/01680 (8.87%) | loss: 3.988193 | lrm: 1.00 | dt: 2117.51ms | tok/sec: 247,596 | bf16_mfu: 60.29 | epoch: 1 pq: 1 rg: 54 | total time: 4.89m | eta: 53.9m
step 00150/01680 (8.93%) | loss: 3.984256 | lrm: 1.00 | dt: 2120.98ms | tok/sec: 247,191 | bf16_mfu: 60.19 | epoch: 1 pq: 1 rg: 55 | total time: 4.93m | eta: 53.8m
step 00151/01680 (8.99%) | loss: 3.972995 | lrm: 1.00 | dt: 2119.34ms | tok/sec: 247,382 | bf16_mfu: 60.24 | epoch: 1 pq: 1 rg: 56 | total time: 4.96m | eta: 53.8m
step 00152/01680 (9.05%) | loss: 3.966091 | lrm: 1.00 | dt: 2113.17ms | tok/sec: 248,105 | bf16_mfu: 60.41 | epoch: 1 pq: 1 rg: 57 | total time: 5.00m | eta: 53.8m
step 00153/01680 (9.11%) | loss: 3.960631 | lrm: 1.00 | dt: 2120.80ms | tok/sec: 247,212 | bf16_mfu: 60.19 | epoch: 1 pq: 1 rg: 58 | total time: 5.03m | eta: 53.7m
step 00154/01680 (9.17%) | loss: 3.952519 | lrm: 1.00 | dt: 2119.99ms | tok/sec: 247,306 | bf16_mfu: 60.22 | epoch: 1 pq: 1 rg: 59 | total time: 5.07m | eta: 53.7m
step 00155/01680 (9.23%) | loss: 3.950790 | lrm: 1.00 | dt: 2120.26ms | tok/sec: 247,274 | bf16_mfu: 60.21 | epoch: 1 pq: 1 rg: 60 | total time: 5.10m | eta: 53.7m
step 00156/01680 (9.29%) | loss: 3.942083 | lrm: 1.00 | dt: 2114.36ms | tok/sec: 247,965 | bf16_mfu: 60.38 | epoch: 1 pq: 1 rg: 61 | total time: 5.14m | eta: 53.6m
step 00157/01680 (9.35%) | loss: 3.936563 | lrm: 1.00 | dt: 2121.29ms | tok/sec: 247,155 | bf16_mfu: 60.18 | epoch: 1 pq: 1 rg: 61 | total time: 5.17m | eta: 53.6m
step 00158/01680 (9.40%) | loss: 3.938676 | lrm: 1.00 | dt: 2117.03ms | tok/sec: 247,652 | bf16_mfu: 60.30 | epoch: 1 pq: 1 rg: 62 | total time: 5.21m | eta: 53.6m
step 00159/01680 (9.46%) | loss: 3.926407 | lrm: 1.00 | dt: 2120.34ms | tok/sec: 247,265 | bf16_mfu: 60.21 | epoch: 1 pq: 1 rg: 63 | total time: 5.24m | eta: 53.5m
step 00160/01680 (9.52%) | loss: 3.921983 | lrm: 1.00 | dt: 2115.69ms | tok/sec: 247,809 | bf16_mfu: 60.34 | epoch: 1 pq: 1 rg: 64 | total time: 5.28m | eta: 53.5m
step 00161/01680 (9.58%) | loss: 3.906717 | lrm: 1.00 | dt: 2119.48ms | tok/sec: 247,365 | bf16_mfu: 60.23 | epoch: 1 pq: 1 rg: 65 | total time: 5.31m | eta: 53.5m
step 00162/01680 (9.64%) | loss: 3.898079 | lrm: 1.00 | dt: 2117.19ms | tok/sec: 247,634 | bf16_mfu: 60.30 | epoch: 1 pq: 1 rg: 66 | total time: 5.35m | eta: 53.4m
step 00163/01680 (9.70%) | loss: 3.893156 | lrm: 1.00 | dt: 2115.07ms | tok/sec: 247,881 | bf16_mfu: 60.36 | epoch: 1 pq: 1 rg: 67 | total time: 5.38m | eta: 53.4m
step 00164/01680 (9.76%) | loss: 3.886626 | lrm: 1.00 | dt: 2120.42ms | tok/sec: 247,256 | bf16_mfu: 60.21 | epoch: 1 pq: 1 rg: 68 | total time: 5.42m | eta: 53.4m
step 00165/01680 (9.82%) | loss: 3.883687 | lrm: 1.00 | dt: 2113.18ms | tok/sec: 248,103 | bf16_mfu: 60.41 | epoch: 1 pq: 1 rg: 69 | total time: 5.46m | eta: 53.3m
step 00166/01680 (9.88%) | loss: 3.886884 | lrm: 1.00 | dt: 2114.04ms | tok/sec: 248,002 | bf16_mfu: 60.39 | epoch: 1 pq: 1 rg: 70 | total time: 5.49m | eta: 53.3m
step 00167/01680 (9.94%) | loss: 3.870373 | lrm: 1.00 | dt: 2111.57ms | tok/sec: 248,292 | bf16_mfu: 60.46 | epoch: 1 pq: 1 rg: 71 | total time: 5.53m | eta: 53.3m
step 00168/01680 (10.00%) | loss: 3.868850 | lrm: 1.00 | dt: 2113.59ms | tok/sec: 248,055 | bf16_mfu: 60.40 | epoch: 1 pq: 1 rg: 72 | total time: 5.56m | eta: 53.2m
step 00169/01680 (10.06%) | loss: 3.856268 | lrm: 1.00 | dt: 2116.68ms | tok/sec: 247,694 | bf16_mfu: 60.31 | epoch: 1 pq: 1 rg: 73 | total time: 5.60m | eta: 53.2m
step 00170/01680 (10.12%) | loss: 3.849502 | lrm: 1.00 | dt: 2114.64ms | tok/sec: 247,932 | bf16_mfu: 60.37 | epoch: 1 pq: 1 rg: 74 | total time: 5.63m | eta: 53.1m
step 00171/01680 (10.18%) | loss: 3.840807 | lrm: 1.00 | dt: 2116.16ms | tok/sec: 247,754 | bf16_mfu: 60.33 | epoch: 1 pq: 1 rg: 74 | total time: 5.67m | eta: 53.1m
step 00172/01680 (10.24%) | loss: 3.827177 | lrm: 1.00 | dt: 2116.12ms | tok/sec: 247,759 | bf16_mfu: 60.33 | epoch: 1 pq: 1 rg: 75 | total time: 5.70m | eta: 53.1m
step 00173/01680 (10.30%) | loss: 3.818638 | lrm: 1.00 | dt: 2118.37ms | tok/sec: 247,495 | bf16_mfu: 60.26 | epoch: 1 pq: 1 rg: 76 | total time: 5.74m | eta: 53.0m
step 00174/01680 (10.36%) | loss: 3.816093 | lrm: 1.00 | dt: 2114.80ms | tok/sec: 247,913 | bf16_mfu: 60.36 | epoch: 1 pq: 1 rg: 77 | total time: 5.77m | eta: 53.0m
step 00175/01680 (10.42%) | loss: 3.803745 | lrm: 1.00 | dt: 2113.27ms | tok/sec: 248,092 | bf16_mfu: 60.41 | epoch: 1 pq: 1 rg: 78 | total time: 5.81m | eta: 53.0m
step 00176/01680 (10.48%) | loss: 3.803312 | lrm: 1.00 | dt: 2115.54ms | tok/sec: 247,827 | bf16_mfu: 60.34 | epoch: 1 pq: 1 rg: 79 | total time: 5.84m | eta: 52.9m
step 00177/01680 (10.54%) | loss: 3.799618 | lrm: 1.00 | dt: 2116.41ms | tok/sec: 247,725 | bf16_mfu: 60.32 | epoch: 1 pq: 1 rg: 80 | total time: 5.88m | eta: 52.9m
step 00178/01680 (10.60%) | loss: 3.801128 | lrm: 1.00 | dt: 2123.11ms | tok/sec: 246,943 | bf16_mfu: 60.13 | epoch: 1 pq: 1 rg: 81 | total time: 5.91m | eta: 52.9m
step 00179/01680 (10.65%) | loss: 3.805157 | lrm: 1.00 | dt: 2116.71ms | tok/sec: 247,690 | bf16_mfu: 60.31 | epoch: 1 pq: 1 rg: 82 | total time: 5.95m | eta: 52.8m
step 00180/01680 (10.71%) | loss: 3.795698 | lrm: 1.00 | dt: 2116.46ms | tok/sec: 247,718 | bf16_mfu: 60.32 | epoch: 1 pq: 1 rg: 83 | total time: 5.98m | eta: 52.8m
step 00181/01680 (10.77%) | loss: 3.794173 | lrm: 1.00 | dt: 2118.48ms | tok/sec: 247,483 | bf16_mfu: 60.26 | epoch: 1 pq: 2 rg: 0 | total time: 6.02m | eta: 52.8m
step 00182/01680 (10.83%) | loss: 3.785145 | lrm: 1.00 | dt: 2118.07ms | tok/sec: 247,530 | bf16_mfu: 60.27 | epoch: 1 pq: 2 rg: 1 | total time: 6.05m | eta: 52.7m
step 00183/01680 (10.89%) | loss: 3.786164 | lrm: 1.00 | dt: 2120.04ms | tok/sec: 247,300 | bf16_mfu: 60.22 | epoch: 1 pq: 2 rg: 1 | total time: 6.09m | eta: 52.7m
step 00184/01680 (10.95%) | loss: 3.785756 | lrm: 1.00 | dt: 2113.74ms | tok/sec: 248,037 | bf16_mfu: 60.40 | epoch: 1 pq: 2 rg: 2 | total time: 6.13m | eta: 52.7m
step 00185/01680 (11.01%) | loss: 3.783092 | lrm: 1.00 | dt: 2121.18ms | tok/sec: 247,168 | bf16_mfu: 60.18 | epoch: 1 pq: 2 rg: 3 | total time: 6.16m | eta: 52.6m
step 00186/01680 (11.07%) | loss: 3.783387 | lrm: 1.00 | dt: 2114.27ms | tok/sec: 247,975 | bf16_mfu: 60.38 | epoch: 1 pq: 2 rg: 4 | total time: 6.20m | eta: 52.6m
step 00187/01680 (11.13%) | loss: 3.776249 | lrm: 1.00 | dt: 2114.03ms | tok/sec: 248,003 | bf16_mfu: 60.39 | epoch: 1 pq: 2 rg: 5 | total time: 6.23m | eta: 52.6m
step 00188/01680 (11.19%) | loss: 3.769154 | lrm: 1.00 | dt: 2120.75ms | tok/sec: 247,218 | bf16_mfu: 60.20 | epoch: 1 pq: 2 rg: 6 | total time: 6.27m | eta: 52.5m
step 00189/01680 (11.25%) | loss: 3.762204 | lrm: 1.00 | dt: 2116.41ms | tok/sec: 247,724 | bf16_mfu: 60.32 | epoch: 1 pq: 2 rg: 7 | total time: 6.30m | eta: 52.5m
step 00190/01680 (11.31%) | loss: 3.755465 | lrm: 1.00 | dt: 2121.05ms | tok/sec: 247,182 | bf16_mfu: 60.19 | epoch: 1 pq: 2 rg: 8 | total time: 6.34m | eta: 52.5m
step 00191/01680 (11.37%) | loss: 3.753969 | lrm: 1.00 | dt: 2114.20ms | tok/sec: 247,983 | bf16_mfu: 60.38 | epoch: 1 pq: 2 rg: 9 | total time: 6.37m | eta: 52.4m
step 00192/01680 (11.43%) | loss: 3.745731 | lrm: 1.00 | dt: 2120.24ms | tok/sec: 247,277 | bf16_mfu: 60.21 | epoch: 1 pq: 2 rg: 10 | total time: 6.41m | eta: 52.4m
step 00193/01680 (11.49%) | loss: 3.735553 | lrm: 1.00 | dt: 2115.60ms | tok/sec: 247,819 | bf16_mfu: 60.34 | epoch: 1 pq: 2 rg: 11 | total time: 6.44m | eta: 52.4m
step 00194/01680 (11.55%) | loss: 3.732845 | lrm: 1.00 | dt: 2120.79ms | tok/sec: 247,213 | bf16_mfu: 60.19 | epoch: 1 pq: 2 rg: 12 | total time: 6.48m | eta: 52.3m
step 00195/01680 (11.61%) | loss: 3.726142 | lrm: 1.00 | dt: 2118.65ms | tok/sec: 247,462 | bf16_mfu: 60.26 | epoch: 1 pq: 2 rg: 13 | total time: 6.51m | eta: 52.3m
step 00196/01680 (11.67%) | loss: 3.721975 | lrm: 1.00 | dt: 2117.90ms | tok/sec: 247,551 | bf16_mfu: 60.28 | epoch: 1 pq: 2 rg: 14 | total time: 6.55m | eta: 52.3m
step 00197/01680 (11.73%) | loss: 3.725694 | lrm: 1.00 | dt: 2116.72ms | tok/sec: 247,688 | bf16_mfu: 60.31 | epoch: 1 pq: 2 rg: 14 | total time: 6.58m | eta: 52.2m
step 00198/01680 (11.79%) | loss: 3.733040 | lrm: 1.00 | dt: 2117.71ms | tok/sec: 247,573 | bf16_mfu: 60.28 | epoch: 1 pq: 2 rg: 15 | total time: 6.62m | eta: 52.2m
step 00199/01680 (11.85%) | loss: 3.729647 | lrm: 1.00 | dt: 2114.91ms | tok/sec: 247,901 | bf16_mfu: 60.36 | epoch: 1 pq: 2 rg: 16 | total time: 6.65m | eta: 52.1m
step 00200/01680 (11.90%) | loss: 3.724791 | lrm: 1.00 | dt: 2116.19ms | tok/sec: 247,750 | bf16_mfu: 60.33 | epoch: 1 pq: 2 rg: 17 | total time: 6.69m | eta: 52.1m
step 00201/01680 (11.96%) | loss: 3.718387 | lrm: 1.00 | dt: 2123.18ms | tok/sec: 246,935 | bf16_mfu: 60.13 | epoch: 1 pq: 2 rg: 18 | total time: 6.73m | eta: 52.1m
step 00202/01680 (12.02%) | loss: 3.717724 | lrm: 1.00 | dt: 2118.74ms | tok/sec: 247,452 | bf16_mfu: 60.25 | epoch: 1 pq: 2 rg: 19 | total time: 6.76m | eta: 52.0m
step 00203/01680 (12.08%) | loss: 3.714010 | lrm: 1.00 | dt: 2115.69ms | tok/sec: 247,809 | bf16_mfu: 60.34 | epoch: 1 pq: 2 rg: 20 | total time: 6.80m | eta: 52.0m
step 00204/01680 (12.14%) | loss: 3.714406 | lrm: 1.00 | dt: 2119.04ms | tok/sec: 247,418 | bf16_mfu: 60.24 | epoch: 1 pq: 2 rg: 21 | total time: 6.83m | eta: 52.0m
step 00205/01680 (12.20%) | loss: 3.711649 | lrm: 1.00 | dt: 2125.72ms | tok/sec: 246,639 | bf16_mfu: 60.05 | epoch: 1 pq: 2 rg: 22 | total time: 6.87m | eta: 51.9m
step 00206/01680 (12.26%) | loss: 3.713296 | lrm: 1.00 | dt: 2116.51ms | tok/sec: 247,713 | bf16_mfu: 60.32 | epoch: 1 pq: 2 rg: 23 | total time: 6.90m | eta: 51.9m
step 00207/01680 (12.32%) | loss: 3.711866 | lrm: 1.00 | dt: 2121.78ms | tok/sec: 247,097 | bf16_mfu: 60.17 | epoch: 1 pq: 2 rg: 24 | total time: 6.94m | eta: 51.9m
